x_train|y_train|manifold
-12.435667289637365|-5.469509693456368|-5.148165145311156
-12.433153764161945|-4.9973348756362475|-5.1494000545381935
-12.392937356555235|-4.850008559733693|-5.16903379019238
-12.345180372522268|-4.788350833279733|-5.1919812084601915
-12.309991015866396|-5.46578166735625|-5.208575662920048
-12.269774608259686|-4.771937747578064|-5.227153845368984
-12.204422945898783|-5.682317295714322|-5.256307853637172
-12.149125385439556|-5.185226317024027|-5.279806250756273
-12.144098334488717|-5.64306541503617|-5.281883359452177
-12.1290171816362|-5.801826299659471|-5.2880520808267395
-12.030989688094845|-5.569085147969158|-5.325663545393266
-11.920394567176393|-4.356377313853991|-5.362175394683416
-11.905313414323876|-5.3075648339186285|-5.366608396163108
-11.872637583143424|-5.45319085843988|-5.375730617321943
-11.865097006717166|-4.905406740751358|-5.377739776702491
-11.8173400226842|-5.083174891187731|-5.389599145909874
-11.741934258421617|-5.93537315428355|-5.405132330191995
-11.72936663104452|-5.13470984690168|-5.407323366722679
-11.661501443208197|-5.515690175242093|-5.417095058733222
-11.603690357273551|-5.507833338332859|-5.42257098366029
-11.483041134453421|-5.284150269267465|-5.42504276109074
-11.329716080452839|-5.008524527047465|-5.409550154075776
-11.251796790714838|-5.327993527880323|-5.393252597222976
-11.226661535960645|-5.788192027115081|-5.386748719347776
-11.173877500976838|-5.111706311768414|-5.371084801825385
-11.018038921500837|-5.071785830499901|-5.308767141473017
-10.980336039369545|-4.626883140887554|-5.2900519198273495
-10.947660208189093|-4.864258244264638|-5.272682444181115
-10.947660208189093|-4.859805933148095|-5.272682444181115
-10.897389698680707|-5.409410830637787|-5.243878613587318
-10.791821628713093|-4.64595739321131|-5.175224954864521
-10.701334711597996|-4.725022084315387|-5.107690307035423
-10.620901896384575|-5.239270910093107|-5.041078514279071
-10.605820743532059|-4.834548826386331|-5.027913103236442
-10.5203608773678|-5.2051132200014685|-4.949375539369005
-10.490198571662766|-5.011937887363296|-4.9200919243423815
-10.48265799523651|-5.492878618959476|-4.912646128483252
-10.467576842383993|-4.51291158336579|-4.897606119234072
-10.414792807400186|-4.7638245004670905|-4.843430528404261
-10.382116976219734|-4.5889682206475255|-4.808721030110059
-10.341900568613024|-5.053183573210699|-4.7648054310373675
-10.31676531385883|-4.2963538824089955|-4.736703733018372
-10.296657110055476|-4.774413598073377|-4.71386786718645
-10.291630059104637|-4.262626594308469|-4.708110332395223
-10.271521855301282|-4.27193262162788|-4.684888379240473
-10.256440702448765|-4.682131982819808|-4.6672728457891095
-10.248900126022507|-4.644743674532776|-4.658401901433196
-10.243873075071669|-4.6948797486175256|-4.652464735796118
-10.223764871268314|-4.418726705858609|-4.628532332272553
-10.125737377726958|-4.16359691186049|-4.507819882057932
-10.060385715366055|-4.654373255334733|-4.423859548483208
-10.047818087988958|-4.342156869418057|-4.407415809700002
-10.00006110395599|-4.973801551963292|-4.344102932441513
-9.977439374677214|-4.444914414802744|-4.313673983082406
-9.964871747300117|-4.214369052427639|-4.296652304563515
-9.891979508512955|-4.23926534898657|-4.196379258253274
-9.861817202807924|-4.422571144938703|-4.154167452783644
-9.83668194805373|-3.816234341462414|-4.118695764828519
-9.83165489710289|-4.405444440064709|-4.111570610550623
-9.786411438545342|-4.110250243885449|-4.047008248552283
-9.680843368577728|-3.6887755787793406|-3.893697905598196
-9.648167537397276|-3.4333220523034123|-3.8456200109868863
-9.640626960971018|-4.585118954699813|-3.8344902849517712
-9.63559991002018|-4.710244333843586|-3.8270636761254773
-9.59035645146263|-3.910984970316861|-3.7600011630445467
-9.545112992905082|-3.4947822902148395|-3.6926013198142114
-9.532545365527985|-4.571207227954912|-3.673831610196384
-9.50741011077379|-3.1335429924646885|-3.6362432011092043
-9.50741011077379|-3.5510182952897567|-3.6362432011092043
-9.452112550314565|-3.3773906147217536|-3.553387460854175
-9.43200434651121|-3.680762890646266|-3.5232284961031715
-9.384247362478241|-3.0757536758305104|-3.451604178837453
-9.371679735101145|-3.2614702816455137|-3.432766589412319
-9.371679735101145|-3.5786820485277757|-3.432766589412319
-9.331463327494435|-3.3666103996668677|-3.3725523962631447
-9.256057563231852|-3.6846098036430845|-3.260107727407564
-9.170597697067596|-3.009902419531315|-3.133846753288875
-9.097705458280434|-3.037837732340552|-3.0275806219579895
-9.022299694017851|-2.729238206144519|-2.919450068064652
-8.994650913788238|-2.7212248221839532|-2.880339176475104
-8.9896238628374|-2.8329857024534224|-2.8732617882579534
-8.934326302378173|-2.9111402353462146|-2.796138797994783
-8.833785283361397|-2.4819070384760757|-2.659707036985269
-8.82373118145972|-1.7854051208723294|-2.646359482599988
-8.78854182480385|-2.050790397651796|-2.600098673417807
-8.775974197426752|-2.7582074484044425|-2.5837534303777963
-8.74832541719714|-2.818852721669481|-2.548132040635915
-8.713136060541268|-2.7555041303715635|-2.503489983889766
-8.695541382213332|-2.3403546488751252|-2.481470132495847
-8.670406127459138|-2.219354608937282|-2.4503720061717393
-8.632703245327848|-2.817017855414405|-2.4045396013865474
-8.617622092475331|-2.353524430985355|-2.386487822986413
-8.597513888671976|-2.464280218127076|-2.3626747441629723
-8.5874597867703|-2.21754859450009|-2.350879468235642
-8.529648700835654|-1.8772635828751394|-2.284534421244869
-8.522108124409396|-2.4441096266563127|-2.27607034943951
-8.51205402250772|-1.9717671878998324|-2.2648543970951316
-8.451729411097652|-2.5262002274997113|-2.1992594842782784
-8.426594156343459|-2.31748332911608|-2.1728087753044996
-8.396431850638427|-2.4353088286614244|-2.141769561921386
-8.346161341130038|-2.005331331428576|-2.0917757337938943
-8.333593713752943|-2.1360501748186396|-2.0796228673600297
-8.26824205139204|-1.9302405869843335|-2.0187067632548903
-8.215458016408231|-1.8053797745492373|-1.9723532958164596
-8.197863338080296|-2.021044398750341|-1.9574786010045646
-8.195349812604878|-2.30197559040933|-1.9553773929218312
-8.14759282857191|-1.8851366064437987|-1.9165914137506295
-8.14759282857191|-1.4979945819242322|-1.9165914137506295
-8.112403471916037|-0.8781320535491968|-1.8894072466619642
-8.092295268112682|-2.062502168862671|-1.8744101869594594
-8.064646487883069|-2.046231639733098|-1.8544311407462184
-8.029457131227197|-1.3670225132393914|-1.830084925968816
-8.01940302932552|-2.250158884791033|-1.823352462064186
-7.94148373958752|-1.0982544520976016|-1.7745677370018387
-7.928916112210422|-1.1016930573381647|-1.7672643306069225
-7.843456246046164|-1.4295840557697062|-1.7217835144072275
-7.828375093193648|-1.1391298147004296|-1.7145153761486023
-7.790672211062357|-1.9983322257251015|-1.697339477771602
-7.740401701553969|-1.1747316104519094|-1.6766441201012785
-7.672536513717646|-2.059407178958015|-1.6526843105596873
-7.65745536086513|-1.4300310860822993|-1.6479768940997344
-7.571995494700872|-1.3751346351569633|-1.6254930850466158
-7.554400816372936|-1.941890980140716|-1.621740126128411
-7.516697934241645|-1.7666950670737385|-1.6146919295841118
-7.45385979735616|-1.3110757235305888|-1.6059163569252066
-7.340751150962289|-2.400709189307973|-1.5992126673811942
-7.225128979092998|-2.0269315285157066|-1.6038615608645068
-7.197480198863384|-1.5292799210604195|-1.6066076779493172
-7.192453147912546|-1.606427174662638|-1.6071724054738399
-7.189939622437126|-2.0247980214524106|-1.6074622517438535
-7.154750265781255|-1.2845850755785904|-1.6120380053824033
-7.127101485551641|-2.5662433818978894|-1.616299436088404
-7.101966230797448|-1.6514867502367634|-1.6206695085221325
-7.081858026994093|-1.274200755218759|-1.6244982792096547
-7.036614568436544|-1.169419032073643|-1.6341633847976127
-7.006452262731512|-1.5695249417010684|-1.641388866665218
-7.003938737256092|-1.267749556969393|-1.642018450814253
-6.993884635354415|-1.7852103158364607|-1.644578362265175
-6.9687493806002205|-2.356591961664657|-1.6512649502575665
-6.6972886292549285|-1.5313286356929399|-1.7462751108236108
-6.594234084762734|-2.0497054819281346|-1.7910597877934802
-6.584179982861056|-2.0193777686123418|-1.795619681143364
-6.5138012695493135|-1.201152454331326|-1.8283234126658356
-6.508774218598475|-2.3914386815760618|-1.8307067185084571
-6.483638963844281|-1.6909633373158126|-1.842705557850956
-6.466044285516346|-1.6500174102493417|-1.8511805170313773
-6.458503709090087|-2.6973353742952986|-1.8548301869709591
-6.249881094630279|-2.0622487750223795|-1.9582386035304558
-5.925636308301179|-2.1792263793687225|-2.1127974474311353
-5.810014136431889|-3.018072397256347|-2.1607183869477
-5.807500610956469|-2.15948479225499|-2.1616975407751884
-5.739635423120146|-2.3977994790015233|-2.186995223709541
-5.571229216267048|-2.325486613788984|-2.2389305559304367
-5.470688197250272|-1.7977992829453795|-2.2613507664229324
-5.350038974430142|-2.522296006181167|-2.278516441853747
-5.264579108265884|-1.8647914294405925|-2.2836672806000093
-5.156497512822851|-2.487193310853817|-2.281242802334927
-5.136389309019496|-1.8744873058582994|-2.279645117453934
-5.1137675797407205|-2.8586824852861454|-2.2774070569126286
-5.038361815478139|-2.7693777290906536|-2.2665205509782194
-5.003172458822268|-2.8706754148980336|-2.2596057734407458
-4.978037204068075|-1.9465092805190283|-2.25394112437374
-4.9503884238384614|-2.50951015656143|-2.2470057802427723
-4.885036761477558|-2.142799492636|-2.227651735507073
-4.827225675542912|-1.3191469892630279|-2.2070263475292213
-4.749306385804911|-1.6989757802105099|-2.173971822882555
-4.719144080099879|-2.3835528908960764|-2.1595492244506174
-4.616089535607684|-1.603763725861314|-2.1034115584701283
-4.558278449673038|-1.928422285128589|-2.067287681114295
-4.487899736361296|-2.300825582609596|-2.018857801004435
-4.487899736361296|-2.148928410173296|-2.018857801004435
-4.480359159935038|-2.1467475455251304|-2.0133812160159694
-4.477845634459619|-2.3552911107481593|-2.011543385856273
-4.432602175902069|-1.9348235342979112|-1.9774154222057316
-4.404953395672457|-1.9137074453794554|-1.9555894325169116
-4.359709937114909|-1.4157759028510792|-1.918305673375319
-4.246601290721037|-2.0478301479119185|-1.8167687157101018
-4.186276679310971|-2.0329445745276615|-1.7579042463348709
-4.0957897621958725|-1.7302090763047446|-1.6637446013806818
-3.9650864374740653|-1.657742036410611|-1.5160681147036625
-3.962572911998647|-1.14181011846901|-1.5131006874128803
-3.9474917591461303|-1.553107035454268|-1.4951994112943583
-3.922356504391937|-1.2363704066754055|-1.465000498049312
-3.8972212496377434|-1.1519783601690776|-1.4343569466699815
-3.854491316555613|-1.712212176292846|-1.3812749232733623
-3.7137338899321275|-0.835628806370446|-1.1983004642100108
-3.6986527370796125|-1.2304983279170374|-1.1780194152111394
-3.6584363294729023|-0.6065780139066258|-1.1233567134694942
-3.565435886882385|-0.9876151727718174|-0.9939845902791185
-3.5352735811773517|-1.2866348652868296|-0.9512271456713102
-3.50511127547232|-1.4414109343117905|-0.9081207505612137
-3.346759170520899|-0.2805759113732517|-0.6771097725727382
-3.236164049602447|-1.0262403649563887|-0.5125125133701465
-3.0652443172739297|-0.08356236107421136|-0.2563479739858876
-3.0451361134705746|0.07666877033631231|-0.2262610168099597
-3.0426225879951545|-0.64853723353356|-0.22250271914275643
-3.0250279096672195|-0.1361734950845453|-0.19621299909700007
-2.924486890650444|-0.06520605618882357|-0.046839210877726245
-2.8566217028141203|-0.2826746568370031|0.05281872234298324
-2.8390270244861853|-0.14730795210914613|0.07845675820615505
-2.8038376678303134|0.2839262146382979|0.12945092195216934
-2.7309454290431514|-0.32383551491896256|0.23373011304152458
-2.6756478685839262|0.5251260356915761|0.3114431361058698
-2.6052691552721825|-0.10995699437191664|0.4083445790128476
-2.524836340058764|0.46516383416601265|0.5159739719214645
-2.4946740343537304|-0.18061432288380597|0.5553934820455636
-2.4444035248453435|0.8497533170790478|0.6198635097473705
-2.4242953210419884|0.5876317732349965|0.6452027248425932
-2.2081321301559225|0.7667026304626952|0.8996178903982334
-2.198078028254244|0.4619570541948802|0.9105869782333634
-2.1930509773034057|1.164908300911894|0.9160408692466738
-2.1553480951721156|0.9789846605739937|0.9562854677667243
-2.1000505347128886|1.0627891525719189|1.0131585859372778
-2.034698872351985|1.8824819155301733|1.0769637146656035
-1.9919689392698547|1.417646830573656|1.1166256980351923
-1.9215902259581128|1.220067233434924|1.1783050775825445
-1.9014820221547577|0.9512015610362443|1.1950789152632546
-1.7934004267117238|1.1953197370975361|1.2786256359311587
-1.7758057483837888|0.8501619206418836|1.2911561923580641
-1.7582110700558538|1.487912220335845|1.3033836666398804
-1.7079405605474651|1.2539269773981572|1.33664018011266
-1.5395343536943678|1.973479163519382|1.4297442074678137
-1.5345073027435294|1.3642145309630704|1.4320879742504244
-1.4565880130055273|2.059592219565282|1.4651913098593332
-1.4389933346775923|1.936703427477903|1.471829885490714
-1.4264257073004956|1.3493133057710671|1.476383796953165
-1.3133170609066234|1.0676907315427697|1.5103764084436637
-1.2454518730702997|1.8940504779941056|1.52481474656265
-1.217803092840688|0.9562068266571162|1.5294405864715066
-1.1926678380864928|1.9008447771792234|1.5330232716260381
-1.092126819069719|1.8622211603923133|1.5415451216054996
-1.0318022076596538|0.9160659209194446|1.5423243030894693
-1.0292886821842337|1.55268615999768|1.5422882314259718
-1.0217481057579754|1.1851209792781332|1.5421475656703842
-1.0091804783808787|1.6000413613855415|1.5418054497440794
-1.0091804783808787|1.5689318127405814|1.5418054497440794
-0.9966128510037819|1.5025070968071361|1.541329651391965
-0.9815316981512652|1.7887546843575768|1.5405837372733924
-0.8935583065115882|1.9416940978305304|1.532527310998094
-0.8659095262819747|1.2502381215956726|1.5287301408383378
-0.6572869118221671|1.0373500380305734|1.4823278235795068
-0.6447192844450687|1.727016236082635|1.478614452872344
-0.6422057589696504|1.5518068154214124|1.4778603375667894
-0.617070504215457|1.454462795911048|1.4701131651276347
-0.5466917909037132|1.5412623402402|1.4465181490379408
-0.5290971125757782|1.4382668568591424|1.440205561312487
-0.5039618578215848|1.3895993254938614|1.430917695331897
-0.4813401285428096|1.391763001569575|1.4222973834627932
-0.45117782283777785|1.698330511728317|1.4104368879019362
-0.2626634121813236|1.5061462892334572|1.3283218257641658
-0.0892301543773879|1.3257288996193812|1.2444967155994027
-0.0037702882131291915|1.103726218907266|1.2018851351740838
0.20485232624668015|1.5948460107294231|1.5058487391986812
0.240041682902552|1.5926541799096594|1.5577639558580496
0.36571795667351914|1.4247555301502814|1.740478841147419
0.4134749407064877|1.8392287600238835|1.808531325759982
0.41850199165732604|2.042114668779651|1.815643177036557
0.45871839926403624|1.537016627897828|1.8721585607791844
0.48888070496906977|2.400895068675869|1.9140783552725833
0.5592594182808117|1.8746253637304837|2.0101882998044154
0.617070504215457|2.5792055874876816|2.0871836693430916
0.6396922334942321|2.173422205021048|2.1167946716214674
0.6497463353959088|1.9614367201605265|2.1298576156839966
0.674881590150104|2.3882279945559297|2.162245664029262
0.692476268478039|2.443948042407866|2.1846831751129896
0.7326926760847492|2.469548614835196|2.235220066344346
0.7402332525110076|2.3673326603171088|2.2445767691848095
0.782963185593136|2.1972586027694545|2.296864490108745
0.782963185593136|2.7117361813034666|2.296864490108745
0.8407742715277813|2.11588872793098|2.365546829939592
0.8684230517573948|1.8839930545790513|2.397522654881877
0.9010988829378466|2.3717189517760335|2.4345589545963664
0.92874766316746|2.729382883212514|2.4652444545381957
1.0066669529054604|3.31200309907964|2.54838790371186
1.074532140741784|2.150373172816974|2.616633548810621
1.1423973285781077|2.7910033314185654|2.680830659643573
1.1549649559552044|2.4850784467769578|2.692263281905993
1.2077489909390113|2.6238965405737984|2.7386934774214393
1.2127760418898497|2.989054493244834|2.742980412768044
1.3610740449395937|2.4418417747951238|2.8586257925733554
1.4490474365792707|3.2287344997028122|2.9171214724319183
1.4691556403826258|3.018799816040836|2.9294168510110135
1.5923183886781764|2.8244231529517503|2.995927603704823
1.6199671689077881|3.104216239700352|3.008774942144722
1.6400753727111432|2.9849994658356267|3.0176388529349802
1.6501294746128217|2.717663109912756|3.0219195132583527
1.853725038121791|3.5104134913858918|3.087104470958997
1.873833241925146|3.5595566308451283|3.0913512362199533
2.01710419402405|2.7722247209506468|3.1105990088482853
2.142780467795019|3.0947419943392727|3.1122188464855696
2.180483349926309|3.223325337676484|3.110068946925371
2.273483792516826|3.432186441598564|3.0998500106510676
2.293591996320181|3.127375734737553|3.0967553701017048
2.4418899993699252|3.5044233390532766|3.0649352358500526
2.494674034353732|2.668489161438902|3.0500675163992934
2.529863391009604|3.3491011148773695|3.039215685008431
2.5374039674358606|3.5611128881871945|3.0367965655216436
2.567566273140894|2.779939741599615|3.0268006155904015
2.690729021436443|3.0282276979373552|2.9811075375909697
2.7359724799939915|3.3264909222187824|2.9625749275969806
2.7409995309448316|2.2440492476778973|2.960464341384361
2.7912700404532185|2.9826263867519454|2.938835863809837
2.8138917697319936|3.0236869746400963|2.928812997519038
2.8314864480599287|2.922330177636055|2.9209030018441435
2.8641622792403805|3.099839755972379|2.9059663258117627
3.014973807765543|2.9718342008184515|2.833767688251746
3.032568486093478|2.9380552276670766|2.82509255710209
3.0451361134705746|2.8421371631303156|2.818875096660615
3.0979201484543815|3.8507167136596543|2.792618698014441
3.1507041834381884|2.6688555449926716|2.7662406879433408
3.163271810815287|3.0150629762498626|2.7599584462917965
3.183380014618642|2.574206689409437|2.7499148066190617
3.2612993043566423|2.852389027322269|2.7112286896880615
3.3341915431438043|3.1635378689163582|2.67568539671725
3.344245645045481|2.802569666447252|2.6708540856738345
3.3693808997996744|2.8718782578272237|2.658866992564584
3.3894891036030295|2.678445529603874|2.64937929412722
3.4322190366851597|3.0970552704116203|2.629557121609638
3.46992191881645|2.3956947685900953|2.612498968377823
3.5025977499969017|3.1328290011047057|2.598084153283847
3.5805170397349038|2.7995347905559647|2.565292464432275
3.635814600194127|2.3266415450658497|2.543560455184058
3.638328125669549|3.0880323505756158|2.5426059665684724
3.660949854948324|2.7471304739638187|2.5341527252347196
3.711220364456711|2.7092599898625616|2.516291601467614
3.7137338899321293|2.4250020752653745|2.515433425722116
3.743896195637163|3.000335605084392|2.505405928894996
3.7991937560963898|2.7505224787157885|2.4883768987948174
3.8720859948835518|1.9896113373047721|2.4688058183025037
3.997762268654519|3.0773813866889235|2.443543211439147
3.997762268654519|2.154648462975893|2.443543211439147
4.035465150785811|2.919419691281288|2.4382292642177976
4.050546303638328|2.605785733642244|2.4364120370405624
4.1184114914746495|2.604373756417998|2.4304845535066795
4.12343854242549|2.4876763318235504|2.430195114483133
4.178736102884713|2.665410276677791|2.428413384621095
4.223979561442263|2.4714906325305215|2.4289094699316562
4.276763596426068|2.7404697344372546|2.4317754765422714
4.389872242819941|2.18039478726344|2.446495390183279
4.457737430656266|2.6430072916929066|2.4611175834058665
4.467791532557943|2.171084257750227|2.463660878337821
4.520575567541748|2.501641993365952|2.4786276422549482
4.575873128000975|2.601062671400373|2.4972403902120797
4.613576010132267|1.7031760678394057|2.5116660355806393
4.686468248919429|2.2953075202049216|2.5435700478104604
4.781982216985366|2.4367238318863453|2.5934117405754753
4.784495742460784|2.5688010387818188|2.594846437593901
4.807117471739559|2.19489789689467|2.6080421252657873
4.832252726493753|2.235975126173393|2.623301425354832
4.8473338793462695|2.510089854946962|2.632758193906943
4.852360930297106|2.7526178503529732|2.635960555128883
4.9679831021664|3.0385618124937595|2.716478290660638
5.257038531839626|2.9047800391379495|2.973210348788328
5.274633210167561|2.9065336835843545|2.9912557305831093
5.3148496177742715|2.8946067585459763|3.0334810715507032
5.36260660180724|3.8103201298305263|3.0853512227309485
5.3877418565614335|3.157607741281162|3.113384537127115
5.415390636791049|2.6612582643160283|3.1447902939442134
5.432985315118984|2.7031311212200313|3.1650802760551855
5.495823452004469|3.301164924003667|3.239417769267553
5.531012808660339|3.0579837756931396|3.282279661154644
5.546093961512856|3.0625237350574492|3.3009098681998044
5.573742741742468|3.459879567750354|3.335460438221877
5.601391521972083|3.21934875830565|3.370508950897416
5.6969054900380165|2.947013234652262|3.4951868161938418
5.709473117415115|4.19634683247839|3.511982939124585
5.754716575972662|3.510134313972172|3.5731467284898493
5.862798171415697|3.484405086171983|3.7232851738290664
5.925636308301183|3.3949850189528274|3.8128388608700483
5.948258037579954|3.9735672328149665|3.8454285371254917
6.053826107547568|4.139556520985208|3.999559502786753
6.111637193482213|3.9424953712276305|4.0851106537419115
6.129231871810152|3.956843319648052|4.111269938893935
6.1895564832202155|3.730581467836174|4.201286154980227
6.239826992728602|4.203878666634774|4.276568765832817
6.3353409607945395|4.156270317830494|4.419802491487174
6.342881537220798|4.630975806559206|4.431101548991003
6.440909030762153|4.675509681281717|4.577525109003915
6.453476658139252|5.005681504500149|4.596207822019676
6.508774218598475|4.3778709500296085|4.678067500090018
6.611828763090671|4.8424663861239|4.828673764030964
6.667126323549898|5.244259231794346|4.908140623752983
6.709856256632026|5.318280123783425|4.968770633408488
6.742532087812478|5.2681640607681235|5.0146287373527185
6.745045613287896|5.38269080505843|5.01813707638851
6.760126766140413|5.61774975212875|5.039127492573584
6.800343173747123|5.735796435141499|5.094583263305392
6.870721887058867|4.135775540212246|5.1896733244039766
7.031587517485708|5.463943207665619|5.396262564241324
7.076830976043254|6.166658210322574|5.451330021094859
7.142182638404158|5.903820381409772|5.528279322583261
7.202507249814225|5.730314519639482|5.596444281262054
7.2276425045684185|5.543342083569555|5.624000123923181
7.305561794306417|5.812061001702556|5.706130284157305
7.333210574536032|5.881127646391005|5.7340410848901575
7.338237625486869|6.167599186376086|5.739044844092518
7.348291727388549|5.819361350842362|5.748986347928682
7.461400373782421|6.235842600713529|5.854624801328364
7.5192114597170665|5.8285842153553125|5.904091574167301
7.587076647553388|5.044808352024221|5.958130140213498
7.587076647553388|5.858118792611032|5.958130140213498
7.61975247873384|5.934429270453051|5.982569777542128
7.667509462766809|6.292917972108083|6.016419116168232
7.770564007259004|6.3093324994280495|6.081804770468525
7.773077532734423|6.7668826729256955|6.0832678143134
7.800726312964034|6.1031858379847685|6.098945426993577
7.848483296997003|6.182744881059932|6.124226532681824
7.853510347947843|6.285316397703271|6.126755062918664
7.911321433882488|6.088918145882268|6.1540172409807665
7.946510790538358|6.202353588778834|6.168977626230538
7.964105468866297|5.459731268192884|6.175995230384674
8.094808793588104|5.7468529624176865|6.2185454213645555
8.15261987952275|6.338251004742806|6.2320479689436015
8.305944933523332|6.200594131054003|6.252563866619633
8.331080188277525|6.734733383487134|6.2538711087093
8.34364781565462|5.914462537831787|6.254313820816552
8.451729411097656|6.175048412187558|6.252469926819374
8.489432293228944|5.648481338370584|6.249520440408082
8.529648700835654|6.033692330992765|6.245114279590786
8.682973754836237|5.876931204326673|6.217106040221627
8.688000805787077|6.3512720455679785|6.215904847106259
8.693027856737913|6.297170270325769|6.214686674167336
8.693027856737913|6.492325150480895|6.214686674167336
8.773460671951334|6.343184400766425|6.19296488861975
8.78351477385301|6.1959244490684595|6.189965548431725
8.796082401230109|6.005801129068744|6.18613143384706
8.836298808836819|6.104087019395271|6.173246049866878
8.84132585978766|6.290452258375239|6.171571149087778
8.853893487164754|6.168553953318322|6.167323220334175
8.959461557132368|7.0135501676983925|6.128436365955212
9.012245592116177|5.761704904098954|6.107053331464701
9.017272643067013|6.393052645858592|6.104956486449656
9.022299694017853|5.902047682727646|6.102849625953199
9.090164881854175|6.229304373797349|6.073486173938939
9.19824647729721|6.136140792482861|6.023722219619094
9.213327630149724|5.836885813419666|6.016541963362896
9.2359493594285|6.350139584542019|6.005683126935862
9.253544037756434|6.056466710532357|5.997170374566074
9.28119281798605|6.196129944541009|5.983688684974823
9.379220311527405|6.547332004963573|5.9351520474953565
9.404355566281598|5.768913773015689|5.922598758049222
9.43200434651121|6.312194967652537|5.9087758504080385
9.43200434651121|6.036145167180071|5.9087758504080385
9.454626075789985|6.386978543537249|5.897469354674177
9.462166652216244|6.490420136599175|5.893703345083163
9.497356008872114|6.207086663761778|5.876163657915271
9.602924078839727|5.511660867879765|5.824256702644263
9.610464655265986|6.154644038517288|5.820610860614107
9.638113435495601|5.112643350819297|5.807335786150982
9.718546250709021|6.04510690757306|5.769711998299442
9.733627403561538|5.794583297134656|5.762850981264206
9.834168422578312|5.823989470599689|5.719033977486464
9.929682390644249|5.432255380149179|5.681117397741533
9.987493476578894|5.335278595101495|5.66026176703677
9.995034053005153|5.786229145367898|5.657669391163342
10.015142256808506|5.7721906063304145|5.650907434017801
10.030223409661023|5.794961583080932|5.645983302364189
10.072953342743151|5.121355937771398|5.632743821081153
10.138305005104055|5.352661932628279|5.6146480155333185
10.178521412710765|6.101584128784569|5.604887686656377
10.188575514612445|5.891462026815896|5.602618682638686
10.20617019294038|5.2998946697543285|5.598816602477904
10.231305447694574|5.622920679597803|5.5937642038374324
10.269008329825862|5.8689481684488305|5.587044102344207
10.331846466711347|5.064063583044595|5.578222075466456
10.402225180023091|5.114530000055348|5.572039880453095
10.462549791433155|6.046306419105516|5.570000752799345
10.495225622613606|5.177556811472392|5.570197461637459
10.537955555695738|6.003401768620806|5.571870662346123
10.618388370909155|5.224578738283136|5.5794894272158855
10.633469523761672|5.124400930473466|5.581581464735294
10.73401054277845|6.0624971815999835|5.601018483018813
10.887335596779032|5.030714700351371|5.649519888729894
11.007984819599159|6.682481703632967|5.704069419463839
11.033120074353356|5.506971322296787|5.717264797432753
11.201526281206451|5.77514286262517|5.821896394353917
11.204039806681873|5.526061399972397|5.823670262462271
11.349824284256197|5.739382276628567|5.937005223124795
11.36490543710871|6.178784868919454|5.949883714863352
11.37495953901039|5.824503103285505|5.958587286599376
11.483041134453423|5.800023635327547|6.0579983733626825
11.581068627994778|6.141341388297534|6.157095304447753
11.593636255371877|5.704176485379505|6.1703897681375635
11.646420290355682|5.72313812475969|6.227638620843104
11.759528936749554|6.341785968076845|6.357658561102599
11.829907650061298|6.644011389383742|6.4432821154894055
11.86258348124175|6.4367018202770625|6.484182120931064
11.887718735995943|6.986534023588086|6.516115177662468
11.965638025733941|6.627211447280087|6.617572059560412
12.068692570226137|6.225043368604303|6.756959745061942
12.141584809013299|7.401999038521668|6.858666771846538
12.141584809013299|6.895610504925059|6.858666771846538
12.2974233884893|6.893954471711879|7.082995038249119
12.315018066817235|6.4152942786912|7.108794800737818
12.322558643243493|7.200642512279873|7.119875718899388
12.402991458456913|7.544172050799944|7.23884244366361
12.435667289637365|7.078891298657022|7.28750214432621
12.488451324621174|6.830164163089439|7.36638519537383
12.5437488850804|7.585555575276901|7.449254642629288
12.548775936031237|7.737468119709202|7.4567941974789935
